authors,title,average_rating
Jen Lancaster,"Bitter Is the New Black: Confessions of a Condescending, Egomaniacal, Self-Centered Smartass, Or, Why You Should Never Carry A Prada Bag to the Unemployment Office",4.0
Karin Slaughter,"Blindsighted (Grant County, #1)",4.0
Wallace Stegner,Angle of Repose,4.0
Brian Jacques,"Lord Brocktree (Redwall, #13)",4.0
Elin Hilderbrand,Barefoot,4.0
Tennessee Williams,Cat on a Hot Tin Roof,4.0
James Patterson,"The Final Warning (Maximum Ride, #4)",4.0
Robin Hobb,"Golden Fool (Tawny Man, #2)",4.0
David Baldacci,"Split Second (Sean King & Michelle Maxwell, #1)",4.0
Michael Connelly,"The Fifth Witness (Mickey Haller, #5; Harry Bosch Universe, #20)",4.0
Tad Williams,"The Dragonbone Chair (Memory, Sorrow, and Thorn, #1)",4.0
Jan Karon,"At Home in Mitford (Mitford Years, #1)",4.0
Anthony Horowitz,"Scorpia (Alex Rider, #5)",4.0
Erika Johansen,"The Queen of the Tearling (The Queen of the Tearling, #1)",4.0
Gordon Korman,"One False Note (The 39 Clues, #2)",4.0
Holly Black,"Tithe (Modern Faerie Tales, #1)",4.0
Lee Child,"Echo Burning (Jack Reacher, #5)",4.0
L.J. Smith,"The Fury / Dark Reunion (The Vampire Diaries, #3-4)",4.0
"Colleen Hoover, Tarryn Fisher","Never Never (Never Never, #1)",4.0
Elizabeth Haynes,Into the Darkest Corner,4.0
James Patterson,"Roses are Red (Alex Cross, #6)",4.0
James Rollins,"Map of Bones (Sigma Force, #2)",4.0
Harlan Coben,The Stranger,4.0
Sara Shepard,"Unbelievable (Pretty Little Liars, #4)",4.0
"E.M. Forster, Oliver Stallybrass, Pankaj Mishra",A Passage to India,4.0
Rachel Hartman,"Seraphina (Seraphina, #1)",4.0
Nora Roberts,"Morrigan's Cross (Circle Trilogy, #1)",4.0
Jean M. Auel,"The Mammoth Hunters (Earth's Children, #3)",4.0
Jim Butcher,"Princeps' Fury (Codex Alera, #5)",4.0
Kevin Henkes,Chrysanthemum,4.0
Wendy Higgins,"Sweet Evil (Sweet, #1)",4.0
Herman Wouk,"The Winds of War (The Henry Family, #1)",4.0
"Stephen King, Jae Lee","The Wind Through the Keyhole (The Dark Tower, #4.5)",4.0
Bernard Cornwell,"The Last Kingdom (The Saxon Stories, #1)",4.0
"James Howe, Deborah Howe, Alan Daniel","Bunnicula (Bunnicula, #1)",4.0
R.A. Salvatore,"Exile (Forgotten Realms: The Dark Elf Trilogy, #2; Legend of Drizzt, #2)",4.0
Amanda Hocking,"Ascend (Trylle, #3)",4.0
"Jussi Adler-Olsen, Lisa Hartford","The Keeper of Lost Causes (Department Q, #1)",4.0
Gabriel García Márquez,Of Love and Other Demons,4.0
Rick Riordan,The Demigod Files (Percy Jackson and the Olympians),4.0
Oliver Sacks,Musicophilia: Tales of Music and the Brain,4.0
Stephen King,"End of Watch (Bill Hodges Trilogy, #3)",4.0
Christopher Moore,Fool,4.0
John Connolly,The Book of Lost Things,4.0
Bill Clinton,My Life,4.0
"Frank Miller, Lynn Varley",300,4.0
Linda Sue Park,"Storm Warning (The 39 Clues, #9)",4.0
Ally Carter,"Only the Good Spy Young (Gallagher Girls, #4)",4.0
Lee Child,"Persuader (Jack Reacher, #7)",4.0
Charlaine Harris,"Grave Sight (Harper Connelly, #1)",4.0
Nora Roberts,"Blood Brothers (Sign of Seven, #1)",4.0
"Nobuhiro Watsuki, Kenichiro Yagi","Rurouni Kenshin, Vol. 1: Meiji Swordsman Romantic Story (Rurouni Kenshin, #1)",4.0
Miranda Kenneally,Catching Jordan,4.0
Joe Simpson,Touching the Void: The True Story of One Man's Miraculous Survival,4.0
Colleen Hoover,"This Girl (Slammed, #3)",4.0
Dan Millman,Way of the Peaceful Warrior: A Book That Changes Lives,4.0
Salman Rushdie,The Satanic Verses,4.0
Barbara Demick,Nothing to Envy: Ordinary Lives in North Korea,4.0
Gail McHugh,"Collide (Collide, #1)",4.0
Jonah Lehrer,How We Decide,4.0
Laurie R. King,"The Beekeeper's Apprentice (Mary Russell, #1)",4.0
"Jean de Brunhoff, Merle S. Haas",The Story of Babar,4.0
Michael Scott,"The Warlock (The Secrets of the Immortal Nicholas Flamel, #5)",4.0
Jim Butcher,"First Lord's Fury (Codex Alera, #6)",4.0
Tom Rachman,The Imperfectionists,4.0
Katja Millay,The Sea of Tranquility,4.0
"Marjane Satrapi, Anjali Singh","Persepolis 2: The Story of a Return (Persepolis, #2)",4.0
Terry Pratchett,"Pyramids (Discworld, #7)",4.0
Jenny Downham,Before I Die,4.0
Elizabeth Gilbert,Committed: A Skeptic Makes Peace with Marriage,3.0
Sarah Dessen,Keeping the Moon,4.0
Veronica Roth,"The Transfer (Divergent, #0.1)",4.0
Terry Goodkind,"Chainfire (Sword of Truth, #9)",4.0
"Julia Child, Simone Beck, Louisette Bertholle",Mastering the Art of French Cooking,4.0
"Kazue Kato, John Werry","Blue Exorcist, Vol. 1  (Blue Exorcist, #1)",4.0
Terry Goodkind,"Confessor (Sword of Truth, #11)",4.0
Mohsin Hamid,The Reluctant Fundamentalist,4.0
Jennifer A. Nielsen,The False Prince (The Ascendance Trilogy #1),4.0
John Updike,"Rabbit, Run (Rabbit Angstrom #1)",4.0
Daniel Todd Gilbert,Stumbling on Happiness,4.0
T.S. Eliot,The Waste Land and Other Poems,4.0
"Else Holmelund Minarik, Maurice Sendak",Little Bear,4.0
Edgar Allan Poe,The Pit and the Pendulum,4.0
Terry Pratchett,"Lords and Ladies (Discworld, #14; Witches #4)",4.0
Terry Pratchett,"Thud! (Discworld, #34; City Watch #7)",4.0
Naomi Novik,"His Majesty's Dragon (Temeraire, #1)",4.0
"Holly Black, Tony DiTerlizzi","The Field Guide (The Spiderwick Chronicles, #1)",4.0
David Platt,Radical: Taking Back Your Faith from the American Dream,4.0
Jean Craighead George,"My Side of the Mountain (Mountain, #1)",4.0
"Susanna Kearsley, Rosalyn Landor","The Winter Sea (Slains, #1)",4.0
Peter Lerangis,"The Sword Thief (The 39 Clues, #3)",4.0
Robin Cook,Coma,4.0
"Hubert Selby Jr., Darren Aronofsky, Richard Price",Requiem for a Dream,4.0
Erin Hunter,"Into the Wild (Warriors, #1)",4.0
Maya Banks,"Rush (Breathless, #1)",4.0
"Ian Edginton, Oscar Wilde, I.N.J. Culbard",The Picture of Dorian Gray: A Graphic Novel,4.0
Robert McCammon,Swan Song,4.0
Kazuo Ishiguro,The Buried Giant,3.0
China Miéville,"Perdido Street Station (Bas-Lag, #1)",4.0
Carrie Jones,"Need (Need, #1)",4.0
Terry Pratchett,"Witches Abroad (Discworld, #12; Witches #3)",4.0
"Geoffrey Crayon, Washington Irving, William L. Hedges",The Legend of Sleepy Hollow and Other Stories,4.0
Frank Herbert,Heretics of Dune (Dune Chronicles #5),4.0
Jim Butcher,"Captain's Fury (Codex Alera, #4)",4.0
Chuck Palahniuk,"Damned (Damned, #1)",3.0
Karen Russell,Swamplandia!,3.0
Michael Connelly,"The Last Coyote (Harry Bosch, #4; Harry Bosch Universe, #4)",4.0
Mark Kurlansky,Salt: A World History,4.0
"Charlotte Brontë, A.S. Byatt, Μαρία Λαϊνά, Ignes Sodre",Villette,4.0
Neal Stephenson,Reamde,4.0
Terry Pratchett,"Soul Music (Discworld, #16; Death, #3)",4.0
Janet Evanovich,"Notorious Nineteen (Stephanie Plum, #19)",4.0
Frank Miller,"Sin City, Vol. 1: The Hard Goodbye (Sin City, #1)",4.0
Og Mandino,The Greatest Salesman in the World,4.0
Ian Fleming,"Casino Royale (James Bond, #1)",4.0
Paullina Simons,"The Bronze Horseman (The Bronze Horseman, #1)",4.0
Toni Morrison,Sula,4.0
A.G. Riddle,"The Atlantis Gene (The Origin Mystery, #1)",4.0
Philippa Gregory,"The Red Queen (The Plantagenet and Tudor Novels, #3)",4.0
Julie James,"Something About You (FBI/US Attorney, #1)",4.0
Dr. Seuss,Mr. Brown Can Moo! Can You?,4.0
"Stephen King, Peter Straub","Black House (The Talisman, #2)",4.0
"Neil Gaiman, Andy Kubert, Richard Isanove, Peter Sanderson",Marvel 1602,4.0
Vince Flynn,"Act of Treason (Mitch Rapp, #9)",4.0
John le Carré,The Spy Who Came In from the Cold,4.0
Jim Butcher,"Academ's Fury (Codex Alera, #2)",4.0
James Patterson,"When the Wind Blows (When the Wind Blows, #1)",4.0
"Paulo Coelho, Alan R. Clarke",The Pilgrimage,4.0
Lee Child,"The Hard Way (Jack Reacher, #10)",4.0
Sheila Burnford,The Incredible Journey,4.0
Geraldine Brooks,March,4.0
"Lee Child, Dick Hill","A Wanted Man (Jack Reacher, #17)",4.0
"Grant Morrison, Frank Quitely","All-Star Superman, Vol. 1",4.0
George R.R. Martin,"A Song of Ice and Fire (A Song of Ice and Fire, #1-5)",5.0
Nora Roberts,"Dark Witch (The Cousins O'Dwyer Trilogy, #1)",4.0
Alyson Noel,"Dark Flame (The Immortals, #4)",4.0
Fiona Barton,The Widow,3.0
Patrick Carman,"The Black Circle (The 39 Clues, #5)",4.0
Marie Rutkoski,"The Winner's Curse (The Winner's Trilogy, #1)",4.0
Sapphire,Push,4.0
"Elena Ferrante, Ann Goldstein",The Story of a New Name (The Neapolitan Novels #2),4.0
Arthur C. Clarke,"2010: Odyssey Two (Space Odyssey, #2)",4.0
Atsushi Ohkubo,"Soul Eater, Vol. 01 (Soul Eater, #1)",4.0
William Kent Krueger,Ordinary Grace,4.0
David Baldacci,Last Man Standing,4.0
Gene Luen Yang,American Born Chinese,4.0
"Eugene Bradley Coco, Ron Dias, Walt Disney Company",Peter Pan (A Little Golden Book),4.0
K.A. Tucker,"Ten Tiny Breaths (Ten Tiny Breaths, #1)",4.0
David Mitchell,The Thousand Autumns of Jacob de Zoet,4.0
Christopher Marlowe,Dr. Faustus,4.0
Sherrilyn Kenyon,Dance with the Devil (Dark-Hunter #3),4.0
Candace Bushnell,Lipstick Jungle,3.0
James Patterson,"Violets Are Blue (Alex Cross, #7)",4.0
"Anthony Robbins, Tony Robbins, Frederick L. Covan","Awaken the Giant Within: How to Take Immediate Control of Your Mental, Emotional, Physical and Financial Destiny!",4.0
Laurell K. Hamilton,"Blue Moon (Anita Blake, Vampire Hunter, #8)",4.0
Laurell K. Hamilton,"Burnt Offerings (Anita Blake, Vampire Hunter, #7)",4.0
Diane Chamberlain,"The Silent Sister (Riley MacPherson, #1)",4.0
Kurt Vonnegut Jr.,Player Piano,4.0
Terry Pratchett,"Monstrous Regiment (Discworld, #31; Industrial Revolution, #3)",4.0
Octavia E. Butler,Kindred,4.0
"Henry Cloud, John Townsend","Boundaries: When to Say Yes, How to Say No to Take Control of Your Life",4.0
Maggie Stiefvater,"Blue Lily, Lily Blue (The Raven Cycle, #3)",4.0
"John C. Maxwell, Zig Ziglar",The 21 Irrefutable Laws of Leadership: Follow Them and People Will Follow You,4.0
Margaret Atwood,Cat's Eye,4.0
J. Sterling,"The Perfect Game (The Perfect Game, #1)",4.0
Patrick Ness,"Monsters of Men (Chaos Walking, #3)",4.0
Orson Scott Card,"Shadow of the Giant (Ender's Shadow, #4)",4.0
Brian Selznick,Wonderstruck,4.0
Sarah Ban Breathnach,Simple Abundance:  A Daybook of Comfort and Joy,4.0
Moira Young,"Blood Red Road (Dust Lands, #1)",4.0
"James Patterson, Maxine Paetro","The 6th Target (Women's Murder Club, #6)",4.0
Margaret Atwood,"MaddAddam (MaddAddam, #3)",4.0
"Laura Ingalls Wilder, Garth Williams","These Happy Golden Years (Little House, #8)",4.0
Victoria Finlay,Color: A Natural History of the Palette,4.0
John Grisham,Skipping Christmas,3.0
Michael Connelly,"The Black Ice (Harry Bosch, #2; Harry Bosch Universe, #2)",4.0
Kristin Hannah,Home Front,4.0
Christina Lauren,"Beautiful Stranger (Beautiful Bastard, #2)",4.0
Libba Bray,"The Sweet Far Thing (Gemma Doyle, #3)",4.0
Ernest J. Gaines,A Lesson Before Dying,4.0
David Sedaris,SantaLand Diaries,4.0
Nicholas Sparks,See Me,4.0
Sophie Kinsella,"Mini Shopaholic (Shopaholic, #6)",4.0
"Gene Zion, Margaret Bloy Graham",Harry the Dirty Dog,4.0
Jennifer Weiner,All Fall Down,4.0
George Orwell,Down and Out in Paris and London,4.0
Hiro Fujiwara,"Maid-sama! Vol. 01 (Maid-sama!, #1)",4.0
Nick Bantock,Griffin and Sabine (Griffin & Sabine #1),4.0
Leigh Bardugo,"Ruin and Rising (Shadow and Bone, #3)",4.0
Jennifer Weiner,Certain Girls (Cannie Shapiro #2),4.0
Karen Marie Moning,"Beyond the Highland Mist (Highlander, #1)",4.0
Claudia Gray,"Stargazer (Evernight, #2)",4.0
Michael Crichton,Rising Sun,4.0
Sidney Sheldon,The Other Side of Midnight (Midnight #1),4.0
Michael Connelly,"The Reversal (Harry Bosch, #16; Mickey Haller, #4; Harry Bosch Universe, #19)",4.0
"Louis Sachar, Joel Schick",Wayside School Is Falling Down (Wayside School #2),4.0
"Julie Orringer, Arthur Morey",The Invisible Bridge,4.0
Pittacus Lore,"The Fall of Five (Lorien Legacies, #4)",4.0
"Thomas Hardy, Keith Wilson",The Mayor of Casterbridge,4.0
Jo Nesbø,"The Devil's Star (Harry Hole, #5)",4.0
Alice Hoffman,Here on Earth,4.0
Laurell K. Hamilton,"Obsidian Butterfly (Anita Blake, Vampire Hunter, #9)",4.0
Peter V. Brett,"The Daylight War (Demon Cycle, #3)",4.0
John Grisham,The Appeal,4.0
Tamora Pierce,"The Woman Who Rides Like a Man (Song of the Lioness, #3)",4.0
Ben Aaronovitch,"Midnight Riot (Peter Grant, #1)",4.0
Marian Keyes,Lucy Sullivan Is Getting Married,4.0
Terry Pratchett,"A Hat Full of Sky (Discworld, #32; Tiffany Aching, #2)",4.0
Vikram Seth,"A Suitable Boy (A Suitable Boy, #1)",4.0
Chimamanda Ngozi Adichie,We Should All Be Feminists,4.0
Amy Sedaris,I Like You: Hospitality Under the Influence,4.0
William Gibson,"Pattern Recognition (Blue Ant, #1)",4.0
Peter  Swanson,The Kind Worth Killing,4.0
"Angie Sage, Mark Zug","Physik (Septimus Heap, #3)",4.0
"Roald Dahl, Quentin Blake",Boy: Tales of Childhood,4.0
Vince Flynn,"Memorial Day (Mitch Rapp, #7)",4.0
Tamora Pierce,"Wild Magic (Immortals, #1)",4.0
Isaac Asimov,Prelude to Foundation,4.0
Max Lucado,"You Are Special (Wemmicksville, #1)",4.0
Renee Ahdieh,"The Wrath and the Dawn (The Wrath and the Dawn, #1)",4.0
"Nicholas D. Kristof, Sheryl WuDunn",Half the Sky: Turning Oppression into Opportunity for Women Worldwide,4.0
"Daniel Handler, Maira Kalman",Why We Broke Up,3.0
Sarah J. Maas,"The Assassin's Blade (Throne of Glass, #0.1-0.5)",4.0
Curtis Sittenfeld,American Wife,4.0
Jim Butcher,"Cursor's Fury (Codex Alera, #3)",4.0
Mary Doria Russell,"The Sparrow (The Sparrow, #1)",4.0
Charlie N. Holmberg,"The Paper Magician (The Paper Magician Trilogy, #1)",4.0
Candice Millard,"Destiny of the Republic: A Tale of Madness, Medicine and the Murder of a President",4.0
"Shirley Jackson, Jonathan Lethem",We Have Always Lived in the Castle,4.0
Michael Connelly,"The Brass Verdict (Harry Bosch, #14; Mickey Haller, #2; Harry Bosch Universe, #17)",4.0
Timothy Zahn,Dark Force Rising,4.0
Lee Child,"Never Go Back (Jack Reacher, #18)",4.0
Gail Carson Levine,The Two Princesses of Bamarre,4.0
"Richard Wright, Jerry W. Ward Jr.",Black Boy,4.0
Lalita Tademy,Cane River,4.0
Isaac Asimov,Foundation and Earth (Foundation #5),4.0
"A.A. Milne, Ernest H. Shepard","The World of Winnie-the-Pooh (Winnie-the-Pooh, #1-2)",4.0
Mahatma Gandhi,The Story of My Experiments With Truth,4.0
"Lance Armstrong, Sally Jenkins",It's Not About the Bike: My Journey Back to Life,4.0
Stephen E. Ambrose,Undaunted Courage: The Pioneering First Mission to Explore America's Wild Frontier,4.0
Helen Macdonald,H is for Hawk,4.0
David Nicholls,Us,4.0
R.A. Salvatore,"Sojourn (Forgotten Realms: The Dark Elf Trilogy, #3; Legend of Drizzt, #3)",4.0
"Christopher Yost, Orson Scott Card, Pasqual Ferry, Frank D'Armata","Ender's Game, Volume 1: Battle School (Ender's Saga)",4.0
"Karuho Shiina, Tomo Kimura","Kimi ni Todoke: From Me to You, Vol. 1",4.0
Dean Koontz,False Memory,4.0
Terry Pratchett,"Moving Pictures (Discworld, #10; Industrial Revolution, #1)",4.0
C.J. Roberts,"Captive in the Dark (The Dark Duet, #1)",4.0
James Allen,As a Man Thinketh,4.0
Mary Roach,Bonk: The Curious Coupling of Science and Sex,4.0
Rachel Caine,"Midnight Alley (The Morganville Vampires, #3)",4.0
"Nina George, Simon Pare",The Little Paris Bookshop,4.0
Ian McEwan,Sweet Tooth,3.0
Abbi Glines,"Twisted Perfection (Rosemary Beach, #5; Perfection, #1)",4.0
Tom Clancy,"Executive Orders (Jack Ryan Universe, #9)",4.0
Ann Voskamp,One Thousand Gifts: A Dare to Live Fully Right Where You Are,4.0
Robert Bloch,Psycho,4.0
Robin Hobb,"Ship of Magic (Liveship Traders, #1)",4.0
Maeve Binchy,Circle of Friends,4.0
Rupi Kaur,Milk and Honey,4.0
Tom Clancy,"Rainbow Six (Jack Ryan Universe, #10)",4.0
Neil Gaiman,Fragile Things: Short Fictions and Wonders,4.0
Rosamund Lupton,Sister,4.0
"Liu Cixin, Ken Liu","The Three-Body Problem (Remembrance of Earth’s Past, #1)",4.0
Terry Pratchett,"Thief of Time (Discworld, #26; Death, #5)",4.0
"Mark Millar, Kilian Plunkett, Andrew Robinson, Walden Wong, Dave Johnson",Superman: Red Son,4.0
Julia Glass,Three Junes,4.0
"Benjamin Franklin, Lewis Leary",The Autobiography of Benjamin Franklin,4.0
Timothy J. Keller,The Reason for God: Belief in an Age of Skepticism,4.0
Mark  Lawrence,"King of Thorns (The Broken Empire, #2)",4.0
Jeffrey Archer,"The Sins of the Father (The Clifton Chronicles, #2)",4.0
Meg Cabot,"Shadowland (The Mediator, #1)",4.0
Sara Shepard,"Killer (Pretty Little Liars, #6)",4.0
James Patterson,"Fang (Maximum Ride, #6)",4.0
Sarah Addison Allen,The Peach Keeper,4.0
Matthew FitzSimmons,"The Short Drop (Gibson Vaughn, #1)",4.0
Christopher Moore,"You Suck (A Love Story, #2)",4.0
Jamie McGuire,"Beautiful Oblivion (The Maddox Brothers, #1)",4.0
Vernor Vinge,"A Fire Upon the Deep (Zones of Thought, #1)",4.0
Caroline B. Cooney,"The Face on the Milk Carton (Janie Johnson, #1)",4.0
Robert Lopshire,Put Me in the Zoo,4.0
Sophie Jordan,"Firelight (Firelight, #1)",4.0
"Italo Calvino, William Weaver",Invisible Cities,4.0
Jessica Park,"Flat-Out Love (Flat-Out Love, #1)",4.0
Richard Flanagan,The Narrow Road to the Deep North,4.0
"A.N. Roquelaure, Anne Rice","The Claiming of Sleeping Beauty (Sleeping Beauty, #1)",3.0
Jennifer Worth,"The Midwife: A Memoir of Birth, Joy, and Hard Times",4.0
Jennifer Weiner,Then Came You,4.0
L.J. Smith,"The Awakening (The Vampire Diaries, #1)",3.0
Susan Elizabeth Phillips,"It Had to Be You (Chicago Stars, #1)",4.0
Michael   Lewis,Boomerang: Travels in the New Third World,4.0
Jennifer Weiner,Fly Away Home,4.0
"Stendhal, Roger Gard",The Red and the Black,4.0
Philippa Gregory,"The Virgin's Lover (The Plantagenet and Tudor Novels, #13)",4.0
Catherine Fisher,"Incarceron (Incarceron, #1)",4.0
C.C. Hunter,"Awake at Dawn (Shadow Falls, #2)",4.0
Josephine Angelini,"Starcrossed (Starcrossed, #1)",4.0
Alyson Noel,"Night Star (The Immortals, #5)",4.0
N.H. Kleinbaum,Dead Poets Society,4.0
Terry Pratchett,"The Fifth Elephant (Discworld, #24; City Watch, #5)",4.0
John Flanagan,"The Sorcerer in the North (Ranger's Apprentice, #5)",4.0
Paramahansa Yogananda,Autobiography of a Yogi,4.0
Kevin Hearne,"Hexed (The Iron Druid Chronicles, #2)",4.0
"Alvin Schwartz, Stephen Gammell","Scary Stories to Tell in the Dark (Scary Stories, #1)",4.0
Harlan Coben,Fool Me Once,4.0
John Hersey,Hiroshima,4.0
Jennifer Brown,Hate List,4.0
Kasie West,The Distance Between Us,4.0
Karen Armstrong,"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",4.0
James S.A. Corey,"Abaddon's Gate (The Expanse, #3)",4.0
"Pablo Neruda, W.S. Merwin, Cristina García",Twenty Love Poems and a Song of Despair,4.0
Tom Clancy,"The Cardinal of the Kremlin (Jack Ryan Universe, #5)",4.0
David Shannon,"No, David!",4.0
"Thomas More, Paul Turner",Utopia,4.0
"Pseudonymous Bosch, Gilbert Ford","The Name of This Book Is Secret (Secret, #1)",4.0
Danielle  Paige,"Dorothy Must Die (Dorothy Must Die, #1)",4.0
Dean Koontz,The Husband,4.0
Aimee Bender,The Particular Sadness of Lemon Cake,3.0
James Patterson,"The Big Bad Wolf  (Alex Cross, #9)",4.0
"Dai Sijie, Ina Rilke",Balzac and the Little Chinese Seamstress,4.0
Roxane Gay,Bad Feminist,4.0
V.C. Andrews,"Petals on the Wind (Dollanganger, #2)",4.0
Amy Chua,Battle Hymn of the Tiger Mother,4.0
Noelle Stevenson,Nimona,4.0
Patricia Cornwell,"From Potter's Field (Kay Scarpetta, #6)",4.0
James Patterson,"Mary, Mary (Alex Cross, #11)",4.0
Jeanette Winterson,Oranges Are Not the Only Fruit,4.0
Ravinder Singh,I Too Had a Love Story,4.0
"Betty MacDonald, Alexandra Boiger","Mrs. Piggle-Wiggle (Mrs. Piggle Wiggle, #1)",4.0
Michael Connelly,"Trunk Music (Harry Bosch, #5; Harry Bosch Universe, #6)",4.0
Dan   Harris,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",4.0
Michael Connelly,"Blood Work (Harry Bosch Universe, #8; Terry McCaleb #1)",4.0
Isaac Asimov,The Gods Themselves,4.0
Peter Lerangis,"The Viper's Nest (39 Clues, #7)",4.0
Sena Jeter Naslund,"Ahab's Wife, or The Star-Gazer",4.0
"CLAMP, Anthony Gerard","Tsubasa: RESERVoir CHRoNiCLE, Vol. 01",4.0
"Alan Moore, Kevin O'Neill","The League of Extraordinary Gentlemen, Vol. 1",4.0
M.T. Anderson,Feed,4.0
Nalini Singh,"Angels' Blood (Guild Hunter, #1)",4.0
Cinda Williams Chima,"The Demon King (Seven Realms, #1)",4.0
Charles Burns,Black Hole,4.0
"Brian K. Vaughan, Fiona Staples","Saga, Vol. 3 (Saga, #3)",5.0
Lee Child,"Personal (Jack Reacher, #19)",4.0
Therese Anne Fowler,Z: A Novel of Zelda Fitzgerald,4.0
Kurt Vonnegut Jr.,A Man Without a Country,4.0
Martha Hall Kelly,Lilac Girls,4.0
"James Patterson, Maxine Paetro","7th Heaven (Women's Murder Club, #7)",4.0
Lee Child,"Make Me (Jack Reacher, #20)",4.0
Anthony Marra,A Constellation of Vital Phenomena,4.0
Abbi Glines,"While It Lasts (Sea Breeze, #3)",4.0
Will Schwalbe,The End of Your Life Book Club,4.0
Raine Miller,"All In (The Blackstone Affair, #2)",4.0
John Flanagan,"The Siege of Macindaw (Ranger's Apprentice, #6)",4.0
C.S. Lewis,A Grief Observed,4.0
"Warren Ellis, Darick Robertston, Garth Ennis","Transmetropolitan, Vol. 1: Back on the Street (Transmetropolitan, #1)",4.0
Tamora Pierce,"Emperor Mage (Immortals, #3)",4.0
George W. Bush,Decision Points,4.0
"James Patterson, Gabrielle Charbonnet","Witch & Wizard (Witch & Wizard, #1)",4.0
"Jean Craighead George, John Schoenherr","Julie of the Wolves (Julie of the Wolves, #1)",4.0
